stock,industry_code,industry_name,implement_date
600066,C36,汽车制造业,1997/5/8
600067,C38,电气机械及器材制造业,1997/5/8
600067,K70,房地产业,2012/10/26
600068,E48,土木工程建筑业,1997/5/26
600069,C22,造纸及纸制品业,1997/4/30
600070,C17,纺织业,1997/6/4
600070,I64,互联网和相关服务,2019/10/28
600071,C41,其他制造业,1997/5/28
600071,C40,仪器仪表制造业,2012/10/26
600072,C35,专用设备制造业,1997/6/3
600072,C37,铁路、船舶、航空航天和其它运输设备制造业,2012/10/26
600072,E48,土木工程建筑业,2017/2/16
600073,C14,食品制造业,1997/7/4
600074,C29,橡胶和塑料制品业,1997/6/23
600074,C39,计算机、通信和其他电子设备制造业,2015/5/4
600075,A01,农业,1997/6/17
600075,C26,化学原料及化学制品制造业,2009/5/12
600076,C39,计算机、通信和其他电子设备制造业,1997/5/26
600076,C20,木材加工及木、竹、藤、棕、草制品业,2016/1/25
600077,C39,计算机、通信和其他电子设备制造业,1997/5/20
600077,K70,房地产业,2012/10/26
600078,C26,化学原料及化学制品制造业,1997/6/27
600079,S90,综合,1997/6/6
600079,C27,医药制造业,2009/9/2
600080,C27,医药制造业,1997/6/12
600081,C36,汽车制造业,1997/7/3
600082,K70,房地产业,1997/6/20
600082,S90,综合,2012/10/26
600082,K70,房地产业,2019/7/11
600082,F51,批发业,2021/11/10
600083,C39,计算机、通信和其他电子设备制造业,1997/6/6
600083,E48,土木工程建筑业,2018/7/30
600083,F51,批发业,2019/7/11
600084,F52,零售业,1997/7/11
600084,C15,酒、饮料和精制茶制造业,2009/12/28
600085,C27,医药制造业,1997/6/25
600086,C18,纺织服装、服饰业,1997/6/6
600086,C41,其他制造业,2009/4/30
600087,G55,水上运输业,1997/6/12
600088,R86,广播、电视、电影和影视录音制作业,1997/6/16
600089,C38,电气机械及器材制造业,1997/6/18
600090,C15,酒、饮料和精制茶制造业,1997/6/16
600090,F51,批发业,2016/7/20
600091,C26,化学原料及化学制品制造业,1997/7/4
600092,C32,有色金属冶炼及压延加工业,1997/6/26
600093,A01,农业,1997/6/26
600093,C36,汽车制造业,2009/12/22
600093,L72,商务服务业,2016/7/20
600094,C28,化学纤维制造业,1997/7/3
600094,K70,房地产业,2011/10/11
600095,C13,农副食品加工业,1997/7/8
600095,J67,资本市场服务,2020/11/5
600096,C26,化学原料及化学制品制造业,1997/7/9
600097,C38,电气机械及器材制造业,1997/6/19
600097,A04,渔业,2009/8/12
600098,D44,电力、热力生产和供应业,1997/7/18
600099,C37,铁路、船舶、航空航天和其它运输设备制造业,1997/7/4
600100,I64,互联网和相关服务,1997/6/27
600100,C39,计算机、通信和其他电子设备制造业,2012/10/26
600101,D44,电力、热力生产和供应业,1997/6/27
600102,C31,黑色金属冶炼及压延加工业,1997/8/28
600103,C22,造纸及纸制品业,1997/7/3
600104,C36,汽车制造业,1997/11/25
600105,C39,计算机、通信和其他电子设备制造业,1997/9/29
600105,C38,电气机械及器材制造业,2012/10/26
600106,G58,装卸搬运和运输代理业,1997/6/18
600106,G54,道路运输业,2012/10/26
600107,C18,纺织服装、服饰业,1997/11/6
600108,A01,农业,1997/8/18
600109,J67,资本市场服务,1997/8/7
600110,C41,其他制造业,1997/10/7
600110,C38,电气机械及器材制造业,2012/10/26
600110,C32,有色金属冶炼及压延加工业,2015/7/20
600111,C32,有色金属冶炼及压延加工业,1997/9/24
600112,C38,电气机械及器材制造业,1997/11/27
600113,C41,其他制造业,1997/10/21
600113,F52,零售业,2009/6/8
600113,F51,批发业,2012/10/26
600113,L72,商务服务业,2016/5/6
600114,C33,金属制品业,2004/5/11
600115,G56,航空运输业,1997/11/5
600116,D44,电力、热力生产和供应业,1997/8/4
600117,C31,黑色金属冶炼及压延加工业,1997/10/15
600118,C41,其他制造业,1997/9/8
600118,C39,计算机、通信和其他电子设备制造业,2002/9/28
600119,S90,综合,1998/1/15
600119,G54,道路运输业,2012/10/26
600120,F52,零售业,1997/12/1
600120,F51,批发业,2012/10/26
600120,J69,其他金融业,2019/7/11
600121,D44,电力、热力生产和供应业,1998/1/7
600121,B06,煤炭开采和洗选业,2009/8/24
600122,C39,计算机、通信和其他电子设备制造业,1998/4/20
600122,F52,零售业,2010/1/14
600123,B06,煤炭开采和洗选业,1998/12/17
600125,G53,铁路运输业,1998/5/11
600126,C31,黑色金属冶炼及压延加工业,1998/3/11
600127,C13,农副食品加工业,1998/5/6
600128,F52,零售业,1997/9/1
600128,F51,批发业,2012/10/26
600129,C27,医药制造业,1997/11/18
600130,C39,计算机、通信和其他电子设备制造业,2000/7/6
600131,D44,电力、热力生产和供应业,1998/4/2
600131,I65,软件和信息技术服务业,2021/4/14
600132,C15,酒、饮料和精制茶制造业,1997/10/30
600133,S90,综合,1998/2/12
600133,K70,房地产业,2012/10/26
600133,E48,土木工程建筑业,2013/6/28
600135,C26,化学原料及化学制品制造业,1998/1/22
600136,S90,综合,1998/3/3
600136,F51,批发业,2012/1/19
600136,R86,广播、电视、电影和影视录音制作业,2015/5/4
600137,C22,造纸及纸制品业,1998/4/16
600137,C18,纺织服装、服饰业,2009/6/3
600138,L72,商务服务业,1997/12/3
600139,C39,计算机、通信和其他电子设备制造业,1998/2/25
600139,B09,有色金属矿采选业,2009/9/1
600139,C36,汽车制造业,2016/7/20
600139,J66,货币金融服务,2020/7/14
600141,C26,化学原料及化学制品制造业,1999/6/16
600143,C29,橡胶和塑料制品业,2004/6/23
600145,E50,建筑装饰和其他建筑业,1999/9/23
600145,C30,非金属矿物制品业,2012/10/26
600146,C25,石油加工、炼焦及核燃料加工业,1999/7/7
600146,C26,化学原料及化学制品制造业,2012/10/26
600146,C18,纺织服装、服饰业,2017/9/11
600148,C36,汽车制造业,1998/5/20
600149,C34,通用设备制造业,1999/10/14
600149,S90,综合,2011/12/15
600149,D44,电力、热力生产和供应业,2020/7/14
600150,C35,专用设备制造业,1998/5/20
600150,C37,铁路、船舶、航空航天和其它运输设备制造业,2012/10/26
600151,C36,汽车制造业,1998/6/5
600151,C39,计算机、通信和其他电子设备制造业,2012/10/26
600152,C17,纺织业,1998/6/9
600152,C38,电气机械及器材制造业,2017/11/14
600153,F52,零售业,1998/6/16
600153,F51,批发业,2012/10/26
600155,C29,橡胶和塑料制品业,1998/9/18
600155,C26,化学原料及化学制品制造业,2012/10/26
600155,C29,橡胶和塑料制品业,2014/7/1
600155,J67,资本市场服务,2016/11/10
600156,C17,纺织业,1998/5/27
600157,S90,综合,1998/5/13
600157,B06,煤炭开采和洗选业,2012/10/26
600157,D44,电力、热力生产和供应业,2020/4/14
600158,O81,其他服务业,1998/3/27
600158,K70,房地产业,2012/10/26
600158,R88,体育,2021/7/19
600159,C15,酒、饮料和精制茶制造业,1998/5/26
600159,K70,房地产业,2010/1/4
600160,C26,化学原料及化学制品制造业,1998/6/26
600161,C27,医药制造业,1998/6/16
600162,C35,专用设备制造业,1998/6/9
600162,K70,房地产业,2007/6/16
600163,C22,造纸及纸制品业,1998/6/2
600163,D44,电力、热力生产和供应业,2016/1/25
600165,C33,金属制品业,1998/5/29
600165,C26,化学原料及化学制品制造业,2019/7/11
600166,C36,汽车制造业,1998/6/2
600167,K70,房地产业,1999/1/28
600167,D44,电力、热力生产和供应业,2009/5/4
600168,D46,水的生产和供应业,1998/4/27
600169,C35,专用设备制造业,1998/9/4
600170,E47,房屋建筑业,1998/6/23
600170,E48,土木工程建筑业,2012/10/26
600171,C39,计算机、通信和其他电子设备制造业,1998/9/24
600172,C30,非金属矿物制品业,1998/11/26
600173,C30,非金属矿物制品业,1999/4/15
600173,K70,房地产业,2010/1/28
600175,K70,房地产业,1999/4/8
600175,S90,综合,2009/7/28
600175,F51,批发业,2012/10/26
600175,S90,综合,2015/7/20
600176,C26,化学原料及化学制品制造业,1999/4/22
600176,C30,非金属矿物制品业,2009/8/17
600177,C18,纺织服装、服饰业,1998/11/19
600177,K70,房地产业,2015/7/20
600177,C18,纺织服装、服饰业,2019/7/11
600178,C36,汽车制造业,1998/10/14
600179,C25,石油加工、炼焦及核燃料加工业,1998/11/4
600179,G58,装卸搬运和运输代理业,2017/6/1
600180,A01,农业,1998/7/3
600180,G59,仓储业,2012/8/30
600180,F51,批发业,2012/10/26
600181,C26,化学原料及化学制品制造业,1998/9/28
600182,C29,橡胶和塑料制品业,1999/5/7
600183,C38,电气机械及器材制造业,1998/10/28
600183,C39,计算机、通信和其他电子设备制造业,2010/1/4
600184,C30,非金属矿物制品业,2003/11/6
600184,C35,专用设备制造业,2009/11/26
600185,I64,互联网和相关服务,1999/6/11
600185,K70,房地产业,2010/2/12
600186,C14,食品制造业,1998/8/25
600187,C22,造纸及纸制品业,1998/11/11
600187,D46,水的生产和供应业,2009/5/5
600188,B06,煤炭开采和洗选业,1998/7/1
600189,A02,林业,1998/10/7
600189,C20,木材加工及木、竹、藤、棕、草制品业,2012/10/26
600189,C15,酒、饮料和精制茶制造业,2018/7/30
600190,G58,装卸搬运和运输代理业,1999/6/9
600190,G55,水上运输业,2012/10/26
600191,C13,农副食品加工业,1998/12/10
600192,C38,电气机械及器材制造业,1998/12/24
600193,S90,综合,1999/5/27
600193,K70,房地产业,2012/10/26
600193,B08,黑色金属矿采选业,2013/6/28
600193,E50,建筑装饰和其他建筑业,2016/7/20
600195,C13,农副食品加工业,1999/1/7
600195,C27,医药制造业,2009/5/15
600196,C27,医药制造业,1998/8/7
600197,C15,酒、饮料和精制茶制造业,1999/9/16
600198,C39,计算机、通信和其他电子设备制造业,1998/10/21
600199,C15,酒、饮料和精制茶制造业,1998/8/12
600200,C27,医药制造业,1999/4/1
600200,C33,金属制品业,2012/10/26
600200,S90,综合,2013/10/12
600200,C27,医药制造业,2021/7/19
600201,C27,医药制造业,1999/1/15
600202,C38,电气机械及器材制造业,1999/6/3
600203,C39,计算机、通信和其他电子设备制造业,1999/5/14
600203,F51,批发业,2012/10/26
600203,C39,计算机、通信和其他电子设备制造业,2020/7/14
600205,C32,有色金属冶炼及压延加工业,1999/6/30
600206,C41,其他制造业,1999/3/19
600206,C39,计算机、通信和其他电子设备制造业,2009/7/20
600206,C32,有色金属冶炼及压延加工业,2014/4/3
600207,C39,计算机、通信和其他电子设备制造业,1999/7/14
600207,G57,管道运输业,2013/6/28
600207,D45,燃气生产和供应业,2013/10/12
600208,C41,其他制造业,1999/6/23
600208,K70,房地产业,2009/11/30
600209,S90,综合,1999/3/25
600209,E50,建筑装饰和其他建筑业,2012/10/26
600210,C41,其他制造业,1999/8/24
600210,C29,橡胶和塑料制品业,2012/10/26
600211,C27,医药制造业,1999/7/21
600211,F51,批发业,2012/10/26
600211,C27,医药制造业,2015/10/27
600212,C30,非金属矿物制品业,1999/8/17
600212,D44,电力、热力生产和供应业,2010/2/10
600212,S90,综合,2013/6/28
600213,C36,汽车制造业,1999/8/31
600215,K70,房地产业,1999/9/9
600216,C27,医药制造业,1999/10/21
600217,C30,非金属矿物制品业,1999/12/16
600217,C42,废弃资源综合利用业,2016/7/20
600218,C34,通用设备制造业,1998/12/3
600219,C32,有色金属冶炼及压延加工业,1999/12/23
600220,C17,纺织业,1999/9/27
600221,G56,航空运输业,1999/11/25
600222,C27,医药制造业,1999/11/5
600222,F52,零售业,2013/6/28
600222,C27,医药制造业,2014/7/1
600223,S90,综合,2000/1/13
600223,K70,房地产业,2010/1/11
600225,A01,农业,2000/1/27
600225,K70,房地产业,2009/11/10
600226,C26,化学原料及化学制品制造业,1999/11/16
600226,C27,医药制造业,2009/5/19
600226,C26,化学原料及化学制品制造业,2012/10/26
600226,I64,互联网和相关服务,2020/7/14
600227,C26,化学原料及化学制品制造业,2000/2/21
600227,C27,医药制造业,2017/9/11
600228,C26,化学原料及化学制品制造业,1999/1/19
600228,I64,互联网和相关服务,2021/7/19
600229,C26,化学原料及化学制品制造业,2000/3/9
600229,R85,新闻和出版业,2015/10/27
600230,C26,化学原料及化学制品制造业,2000/4/6
600231,C31,黑色金属冶炼及压延加工业,2000/5/11
600232,C17,纺织业,2000/6/2
600233,C18,纺织服装、服饰业,2000/6/8
600233,G60,邮政业,2017/2/16
600234,F52,零售业,2000/6/15
600234,C39,计算机、通信和其他电子设备制造业,2010/12/31
600235,C22,造纸及纸制品业,2000/6/15
600236,N78,公共设施管理业,2000/3/23
600236,D44,电力、热力生产和供应业,2010/1/4
600237,C39,计算机、通信和其他电子设备制造业,2000/6/9
600238,C13,农副食品加工业,2000/1/20
600238,C15,酒、饮料和精制茶制造业,2012/10/26
600238,K70,房地产业,2014/7/1
600238,C15,酒、饮料和精制茶制造业,2016/7/20
600239,C15,酒、饮料和精制茶制造业,1999/12/2
600239,K70,房地产业,2007/12/22
600240,K70,房地产业,2000/6/28
600241,F51,批发业,2000/11/28
600241,C38,电气机械及器材制造业,2021/7/19
600242,G55,水上运输业,2000/12/7
600242,I64,互联网和相关服务,2017/9/11
600243,C34,通用设备制造业,2000/11/20
600246,K70,房地产业,2000/9/22
600247,F52,零售业,2000/11/23
600247,F51,批发业,2012/10/26
600248,A01,农业,2000/6/22
600248,E49,建筑安装业,2009/5/19
600248,E48,土木工程建筑业,2012/10/26
600249,C26,化学原料及化学制品制造业,2004/1/30
600250,F52,零售业,2001/3/6
600250,F51,批发业,2012/10/26
600251,A05,农、林、牧、渔服务业,2003/6/9
600251,C13,农副食品加工业,2009/6/4
600252,S90,综合,2000/11/30
600252,C27,医药制造业,2009/12/28
600253,C27,医药制造业,2000/12/27
600255,C41,其他制造业,2000/11/22
600255,C32,有色金属冶炼及压延加工业,2009/6/22
600256,K70,房地产业,2000/5/26
600256,S90,综合,2012/10/26
600256,B07,石油和天然气开采业,2014/7/1
600257,A05,农、林、牧、渔服务业,2000/6/12
600257,A04,渔业,2012/10/26
600258,H61,住宿业,2000/6/1
600258,L72,商务服务业,2012/10/26
600258,H61,住宿业,2015/10/27
600259,C18,纺织服装、服饰业,2000/5/25
600259,B09,有色金属矿采选业,2010/1/20
600260,C29,橡胶和塑料制品业,2000/7/6
600260,S90,综合,2014/7/1
600260,C39,计算机、通信和其他电子设备制造业,2016/7/20
600261,C39,计算机、通信和其他电子设备制造业,2000/7/20
600261,C38,电气机械及器材制造业,2009/11/9
600262,C35,专用设备制造业,2000/6/30
600263,E48,土木工程建筑业,2000/7/25
600265,A02,林业,2000/8/25
600266,E48,土木工程建筑业,1999/2/3
600266,K70,房地产业,2010/2/5
600267,C27,医药制造业,2000/7/25
600268,C35,专用设备制造业,1999/11/18
600268,C38,电气机械及器材制造业,2012/10/26
600269,G54,道路运输业,2000/5/18
600270,G56,航空运输业,2000/12/28
600270,G58,装卸搬运和运输代理业,2017/2/16
600271,C39,计算机、通信和其他电子设备制造业,2003/7/11
600272,C18,纺织服装、服饰业,2001/2/28
600272,F52,零售业,2012/10/26
600273,C17,纺织业,2003/6/27
600273,C26,化学原料及化学制品制造业,2015/1/22
600275,A04,渔业,2000/8/10
600275,K70,房地产业,2012/10/26
600275,C13,农副食品加工业,2016/7/20
600276,C27,医药制造业,2000/10/18
600277,C26,化学原料及化学制品制造业,2000/7/25
600278,F52,零售业,2000/7/12
600278,F51,批发业,2012/10/26
600279,G58,装卸搬运和运输代理业,2000/7/31
600279,G55,水上运输业,2012/10/26
600280,F52,零售业,2000/9/26
600281,C26,化学原料及化学制品制造业,2000/11/9
600281,C25,石油加工、炼焦及核燃料加工业,2012/10/26
600281,C32,有色金属冶炼及压延加工业,2021/7/19
600282,C31,黑色金属冶炼及压延加工业,2000/9/19
600283,D44,电力、热力生产和供应业,2000/10/18
600283,D46,水的生产和供应业,2012/10/26
600284,E48,土木工程建筑业,2004/3/16
600285,C27,医药制造业,2000/10/18
600286,C30,非金属矿物制品业,1999/12/9
600287,F52,零售业,2000/9/1
600287,F51,批发业,2012/10/26
600288,C39,计算机、通信和其他电子设备制造业,2000/11/29
600289,I65,软件和信息技术服务业,2000/7/20
600290,C35,专用设备制造业,2000/11/6
600290,C38,电气机械及器材制造业,2012/10/26
600291,C30,非金属矿物制品业,2000/7/31
600291,J68,保险业,2016/7/20
600292,D44,电力、热力生产和供应业,2000/11/1
600292,N77,生态保护和环境治理业,2014/1/2
600293,C41,其他制造业,2000/9/19
600293,C30,非金属矿物制品业,2009/6/19
600293,F52,零售业,2018/7/30
600293,C30,非金属矿物制品业,2021/7/19
600295,C18,纺织服装、服饰业,2001/4/26
600295,C31,黑色金属冶炼及压延加工业,2012/10/26
600296,C32,有色金属冶炼及压延加工业,2000/7/19
600297,C27,医药制造业,2000/11/16
600297,F52,零售业,2012/10/26
600297,C27,医药制造业,2014/7/1
600297,F52,零售业,2015/10/27
600298,C13,农副食品加工业,2000/8/18
600298,C14,食品制造业,2012/10/26
600299,C26,化学原料及化学制品制造业,2000/4/20
600299,C27,医药制造业,2016/7/20
600300,C15,酒、饮料和精制茶制造业,2000/6/30
600301,C26,化学原料及化学制品制造业,2000/7/12
600302,C35,专用设备制造业,2000/12/13
600303,C36,汽车制造业,2000/12/26
600305,C14,食品制造业,2001/2/6
600306,F52,零售业,2000/12/26
600307,C31,黑色金属冶炼及压延加工业,2000/12/20
600308,C22,造纸及纸制品业,2000/9/28
600309,C26,化学原料及化学制品制造业,2001/1/5
600310,D44,电力、热力生产和供应业,2001/2/28
600311,C13,农副食品加工业,2001/6/26
600311,B09,有色金属矿采选业,2010/6/30
600312,C35,专用设备制造业,2001/2/21
600312,C38,电气机械及器材制造业,2012/10/26
600313,A01,农业,2001/1/19
600313,F51,批发业,2012/10/26
600313,A01,农业,2015/7/20
600315,C26,化学原料及化学制品制造业,2001/3/15
600316,C37,铁路、船舶、航空航天和其它运输设备制造业,2000/12/15
600317,G58,装卸搬运和运输代理业,2002/1/31
600317,G55,水上运输业,2012/10/26
600318,C30,非金属矿物制品业,2000/12/8
600318,J69,其他金融业,2017/2/16
600319,C26,化学原料及化学制品制造业,2001/3/26
600320,C35,专用设备制造业,2000/12/21
600321,C30,非金属矿物制品业,2001/5/24
600321,C20,木材加工及木、竹、藤、棕、草制品业,2009/7/15
600322,K70,房地产业,2001/9/10
600323,D46,水的生产和供应业,2000/12/25
600323,N77,生态保护和环境治理业,2019/7/11
600325,K70,房地产业,2004/2/25
600326,G54,道路运输业,2001/1/16
600326,E48,土木工程建筑业,2012/10/26
600326,C30,非金属矿物制品业,2019/7/11
600327,F52,零售业,2002/6/25
600328,C26,化学原料及化学制品制造业,2000/12/22
600329,C27,医药制造业,2001/6/6
600330,C39,计算机、通信和其他电子设备制造业,2001/1/18
600331,C26,化学原料及化学制品制造业,2001/12/20
600331,C32,有色金属冶炼及压延加工业,2009/5/4
600332,C27,医药制造业,2001/2/6
600333,D45,燃气生产和供应业,2000/12/11
600333,C25,石油加工、炼焦及核燃料加工业,2012/10/26
600333,D45,燃气生产和供应业,2016/7/20
600335,C34,通用设备制造业,2001/3/5
600335,F51,批发业,2011/11/21
600335,F52,零售业,2012/10/26
600335,F51,批发业,2013/6/28
600336,C38,电气机械及器材制造业,2000/12/29
600337,C21,家具制造业,2000/11/27
600337,F52,零售业,2011/10/21
600337,C21,家具制造业,2012/10/26
600337,F52,零售业,2015/10/27
600338,C32,有色金属冶炼及压延加工业,2000/12/27
600338,B09,有色金属矿采选业,2016/11/10
600339,C25,石油加工、炼焦及核燃料加工业,2000/12/25
600339,C26,化学原料及化学制品制造业,2012/10/26
600339,B11,开采辅助活动,2017/6/1
600340,C38,电气机械及器材制造业,2003/12/30
600340,K70,房地产业,2011/10/15
600343,C34,通用设备制造业,2003/4/8
600343,C35,专用设备制造业,2012/10/26
600345,C39,计算机、通信和其他电子设备制造业,2000/12/22
600346,C35,专用设备制造业,2001/8/20
600346,C28,化学纤维制造业,2016/7/20
600348,B06,煤炭开采和洗选业,2003/8/21
600350,N78,公共设施管理业,2002/3/18
600350,G58,装卸搬运和运输代理业,2009/7/27
600350,G54,道路运输业,2012/10/26
600351,C27,医药制造业,2002/9/26
600352,C26,化学原料及化学制品制造业,2003/8/1
600353,C39,计算机、通信和其他电子设备制造业,2002/11/20
600354,A01,农业,2004/1/15
600355,C39,计算机、通信和其他电子设备制造业,2002/6/13
600356,C22,造纸及纸制品业,2001/4/19
600357,C31,黑色金属冶炼及压延加工业,2002/9/6
600358,L72,商务服务业,2000/9/22
600358,I64,互联网和相关服务,2017/9/11
600359,A01,农业,1999/4/29
600360,C39,计算机、通信和其他电子设备制造业,2001/3/16
600361,F52,零售业,2001/11/29
600362,C32,有色金属冶炼及压延加工业,2002/1/11
600363,C39,计算机、通信和其他电子设备制造业,2001/3/29
600365,C14,食品制造业,2001/1/15
600365,C15,酒、饮料和精制茶制造业,2012/10/26
600366,C40,仪器仪表制造业,2000/10/30
600366,C39,计算机、通信和其他电子设备制造业,2009/5/22
600366,C30,非金属矿物制品业,2020/7/14
600367,C26,化学原料及化学制品制造业,2001/3/20
600368,G54,道路运输业,2000/12/21
600369,G55,水上运输业,2001/1/9
600369,J67,资本市场服务,2009/2/26
600370,C17,纺织业,2003/3/6
600370,C26,化学原料及化学制品制造业,2021/1/25
600371,C13,农副食品加工业,2002/9/16
600371,A01,农业,2009/12/24
600372,C37,铁路、船舶、航空航天和其它运输设备制造业,2001/7/6
600373,C33,金属制品业,2002/3/4
600373,R85,新闻和出版业,2011/3/9
600375,C36,汽车制造业,2003/4/1
600376,K70,房地产业,2001/3/12
600377,G58,装卸搬运和运输代理业,2001/1/16
600377,G54,道路运输业,2012/10/26
600378,C26,化学原料及化学制品制造业,2001/1/11
600379,C38,电气机械及器材制造业,2002/1/16
600380,C27,医药制造业,2001/6/8
600381,F51,批发业,2001/5/8
600381,B06,煤炭开采和洗选业,2008/3/25
600381,C30,非金属矿物制品业,2013/6/28
600381,C14,食品制造业,2015/7/20
600382,C35,专用设备制造业,2001/1/18
600382,F52,零售业,2008/10/20
600382,F51,批发业,2012/10/26
600383,K70,房地产业,2001/4/12
600385,C27,医药制造业,2001/7/23
600386,I65,软件和信息技术服务业,2001/2/16
600386,F52,零售业,2012/10/26
600387,G58,装卸搬运和运输代理业,2004/2/18
600387,F51,批发业,2012/10/26
600388,C35,专用设备制造业,2000/12/29
600389,C26,化学原料及化学制品制造业,2001/1/10
600390,C41,其他制造业,2001/1/15
600390,C31,黑色金属冶炼及压延加工业,2009/6/12
600390,J67,资本市场服务,2017/9/11
600390,J69,其他金融业,2017/11/14
600391,C37,铁路、船舶、航空航天和其它运输设备制造业,2001/12/12
600392,I64,互联网和相关服务,2003/5/29
600392,C32,有色金属冶炼及压延加工业,2012/10/26
600393,K70,房地产业,2001/3/19
600395,B06,煤炭开采和洗选业,2001/5/31
600396,D44,电力、热力生产和供应业,2001/3/28
600397,C37,铁路、船舶、航空航天和其它运输设备制造业,2002/7/2
600397,B06,煤炭开采和洗选业,2009/12/21
600398,C17,纺织业,2000/12/28
600398,C18,纺织服装、服饰业,2012/10/26
600399,C31,黑色金属冶炼及压延加工业,2000/12/29
600400,C18,纺织服装、服饰业,2001/1/8
600401,C29,橡胶和塑料制品业,2003/9/24
600401,C30,非金属矿物制品业,2011/12/9
600401,C39,计算机、通信和其他电子设备制造业,2012/10/26
600403,I64,互联网和相关服务,2003/10/9
600403,B06,煤炭开采和洗选业,2011/10/27
600405,C39,计算机、通信和其他电子设备制造业,2004/4/1
600406,I65,软件和信息技术服务业,2003/10/16
600408,C25,石油加工、炼焦及核燃料加工业,2003/2/12
600408,C31,黑色金属冶炼及压延加工业,2012/10/26
600409,C26,化学原料及化学制品制造业,2003/6/18
600410,I65,软件和信息技术服务业,2004/4/27
600415,F51,批发业,2002/5/9
600415,S90,综合,2010/1/4
600415,L72,商务服务业,2012/10/26
600416,C34,通用设备制造业,2002/7/18
600418,C36,汽车制造业,2001/8/24
600419,C22,造纸及纸制品业,2001/6/28
600419,C14,食品制造业,2014/4/3
600420,C27,医药制造业,2004/6/16
600421,C27,医药制造业,2004/6/7
600421,C34,通用设备制造业,2016/7/20
600422,C27,医药制造业,2000/12/6
600423,C26,化学原料及化学制品制造业,2003/7/17
600425,C30,非金属矿物制品业,2003/7/24
600426,C26,化学原料及化学制品制造业,2002/6/20
600428,G55,水上运输业,2002/4/18
600429,C14,食品制造业,2003/9/15
600432,C32,有色金属冶炼及压延加工业,2003/9/5
600433,C22,造纸及纸制品业,2003/6/19
600435,C35,专用设备制造业,2003/7/4
600435,C39,计算机、通信和其他电子设备制造业,2012/10/26
600436,C27,医药制造业,2003/6/16
600438,A05,农、林、牧、渔服务业,2004/3/2
600438,C13,农副食品加工业,2010/1/4
600439,C19,皮革、毛皮、羽毛及其制品和制鞋业,2003/7/10
600444,C29,橡胶和塑料制品业,2004/2/19
600444,C34,通用设备制造业,2016/1/25
600446,I65,软件和信息技术服务业,2003/12/24
600448,C17,纺织业,2001/9/3
600449,C30,非金属矿物制品业,2003/8/29
600452,D44,电力、热力生产和供应业,2004/3/3
600455,I65,软件和信息技术服务业,2004/3/29
600455,S90,综合,2012/10/26
600455,P82,教育,2021/7/19
600456,C32,有色金属冶炼及压延加工业,2002/4/12
600458,C29,橡胶和塑料制品业,2002/12/19
600459,C32,有色金属冶炼及压延加工业,2003/5/16
600460,C39,计算机、通信和其他电子设备制造业,2003/3/11
600461,D46,水的生产和供应业,2004/6/1
600462,C22,造纸及纸制品业,2003/9/3
600462,C39,计算机、通信和其他电子设备制造业,2016/1/25
600462,L72,商务服务业,2017/11/14
600463,K70,房地产业,2004/3/18
600463,E48,土木工程建筑业,2012/10/26
600466,C27,医药制造业,2001/2/12
600466,K70,房地产业,2015/7/20
600467,A04,渔业,2004/4/5
600468,C34,通用设备制造业,2001/6/15
600468,C38,电气机械及器材制造业,2012/10/26
600469,C37,铁路、船舶、航空航天和其它运输设备制造业,2003/10/21
600469,C29,橡胶和塑料制品业,2009/12/28
600470,C26,化学原料及化学制品制造业,2004/3/5
600472,B09,有色金属矿采选业,2005/5/9
600475,C35,专用设备制造业,2003/7/21
600475,C34,通用设备制造业,2012/10/26
600475,N77,生态保护和环境治理业,2020/11/5
600476,I65,软件和信息技术服务业,2003/12/10
600477,E50,建筑装饰和其他建筑业,2003/11/10
600477,C33,金属制品业,2020/7/14
600478,C39,计算机、通信和其他电子设备制造业,2003/9/18
600478,C38,电气机械及器材制造业,2012/10/26
600479,C27,医药制造业,2004/3/12
600480,C29,橡胶和塑料制品业,2003/8/15
600480,C36,汽车制造业,2013/6/28
600481,C38,电气机械及器材制造业,2003/4/22
600481,C26,化学原料及化学制品制造业,2012/10/26
600481,C38,电气机械及器材制造业,2016/7/20
600482,C38,电气机械及器材制造业,2004/7/14
600482,C37,铁路、船舶、航空航天和其它运输设备制造业,2016/7/20
600483,C17,纺织业,2004/5/31
600483,D44,电力、热力生产和供应业,2014/10/13
600485,C39,计算机、通信和其他电子设备制造业,2003/8/7
600486,C26,化学原料及化学制品制造业,2002/4/25
600487,C39,计算机、通信和其他电子设备制造业,2003/8/22
600487,C38,电气机械及器材制造业,2012/10/26
600488,C27,医药制造业,2001/6/18
600489,B09,有色金属矿采选业,2003/8/14
600490,C26,化学原料及化学制品制造业,2003/6/26
600490,C32,有色金属冶炼及压延加工业,2014/7/1
600491,E47,房屋建筑业,2004/5/24
600491,E48,土木工程建筑业,2012/10/26
600493,C17,纺织业,2004/4/21
600495,C37,铁路、船舶、航空航天和其它运输设备制造业,2004/5/26
600496,E50,建筑装饰和其他建筑业,2002/6/5
600496,C33,金属制品业,2020/7/14
600497,B09,有色金属矿采选业,2004/4/20
600498,C39,计算机、通信和其他电子设备制造业,2001/8/23
600499,C35,专用设备制造业,2002/10/10
600500,F52,零售业,2000/3/1
600500,F51,批发业,2012/10/26
600500,C26,化学原料及化学制品制造业,2013/6/28
600501,C37,铁路、船舶、航空航天和其它运输设备制造业,2001/6/15
600501,C36,汽车制造业,2012/10/26
